Polygon,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,Total Vertices
2F_3Floor Polygon,"(280.35, 261.15)","(316.95, 261.15)","(316.95, 265.75)","(319.3, 265.75)","(319.3, 298.55)","(389.95, 298.55)","(389.95, 265.75)","(393.2, 265.75)","(393.2, 261.15)","(465.05, 261.15)","(465.05, 281.0)","(477.7, 281.0)","(477.7, 297.25)","(493.95, 297.25)","(493.95, 373.7)","(477.7, 373.7)","(477.7, 389.95)","(465.05, 389.95)","(465.05, 409.8)","(389.9, 409.8)","(389.9, 372.4)","(355.5, 372.4)","(355.5, 405.2)","(352.2, 405.2)","(352.2, 409.8)","(280.35, 409.8)","(280.35, 389.95)","(267.7, 389.95)","(267.7, 373.7)","(251.5, 373.7)","(251.5, 297.25)","(267.7, 297.25)","(267.7, 281.0)","(280.35, 281.0)",34
2F_3Space Polygon 1,"(0.0, 0.0)","(19.85, 0.0)","(19.85, -12.65)","(36.1, -12.65)","(36.1, -28.9)","(112.55, -28.9)","(112.55, -12.65)","(128.8, -12.65)","(128.8, 0.0)","(148.65, 0.0)","(148.65, 75.15)","(111.25, 75.15)","(96.8, 75.45)","(96.8, 58.7)","(96.5, 51.4)","(89.55, 52.15)","(89.55, 32.45)","(59.05, 32.45)","(59.05, 52.15)","(52.5, 52.15)","(52.5, 75.45)","(37.4, 75.1)","(4.6, 75.1)","(4.6, 71.85)","(0.0, 71.85)",,,,,,,,,,25
2F_3Space Polygon 2,"(0.0, 0.0)","(34.4, 0.0)","(34.4, -32.8)","(37.7, -32.8)","(37.7, -37.4)","(109.55, -37.4)","(109.55, -17.55)","(122.2, -17.55)","(122.2, -1.3)","(138.4, -1.3)","(138.4, 75.15)","(122.2, 75.15)","(122.2, 91.4)","(109.55, 91.4)","(109.55, 111.25)","(72.95, 111.25)","(72.95, 106.65)","(70.6, 106.65)","(70.6, 73.85)","(-0.05, 73.85)","(0.3, 58.75)","(65.75, 58.75)","(65.75, 15.1)","(34.25, 15.1)","(34.25, 19.05)","(33.1, 19.7)","(0.3, 19.7)","(0.3, 14.45)",,,,,,,28
2F_3Space Polygon 3,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 43.65)","(0.0, 43.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_3Space Polygon 4,"(0.0, 0.0)","(11.8, 0.0)","(11.8, 43.65)","(0.0, 43.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_3Space Polygon 5,"(0.0, 0.0)","(11.0, 0.0)","(11.0, 39.05)","(9.85, 39.7)","(9.85, 43.65)","(0.0, 43.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2F_3Space Polygon 6,"(0.0, 0.0)","(32.8, 0.0)","(32.8, 11.3)","(32.8, 19.2)","(32.8, 39.05)","(0.0, 39.05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2F_3Space Polygon 7,"(0.0, 0.0)","(16.75, 0.0)","(16.75, 11.3)","(0.65, 11.3)","(0.0, 11.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2F_3Space Polygon 8,"(0.0, 0.0)","(16.75, 0.0)","(16.75, 25.1)","(0.0, 25.1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_3Space Polygon 9,"(0.0, 0.0)","(10.5, 0.0)","(10.5, 7.9)","(-0.65, 7.9)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2F_3Space Polygon 10,"(0.0, 0.0)","(6.55, 0.0)","(7.3, 44.0)","(0.0, 44.3)","(0.0, 19.2)","(-5.6, 19.2)","(-5.6, 11.3)","(0.0, 11.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,8
2F_3Space Polygon 11,"(0.0, 0.0)","(19.7, 0.0)","(19.7, 30.5)","(0.0, 30.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Floor Polygon,"(453.6, 8.55)","(797.05, 8.55)","(797.05, 59.7)","(791.65, 59.7)","(791.65, 106.3)","(797.05, 105.95)","(797.05, 157.15)","(453.55, 157.15)","(453.55, 105.95)","(459.0, 106.3)","(459.0, 59.35)","(453.6, 59.7)",,,,,,,,,,,,,,,,,,,,,,,12
3T_1Space Polygon 1,"(0.0, 0.0)","(343.45, 0.0)","(328.45, 15.0)","(15.0, 15.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 2,"(0.0, 0.0)","(51.15, -0.0)","(51.15, 5.4)","(52.0, 5.15)","(52.0, 14.9)","(36.15, 15.0)","(15.0, 15.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,7
3T_1Space Polygon 3,"(0.0, 0.0)","(5.41, 0.0)","(2.1, 51.09)","(-11.9, 35.15)","(-10.59, 15.0)","(-9.41, -1.71)","(0.03, -1.25)",,,,,,,,,,,,,,,,,,,,,,,,,,,,7
3T_1Space Polygon 4,"(0.0, 0.0)","(343.5, 0.0)","(328.5, 15.0)","(15.0, 15.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 5,"(0.0, 0.0)","(51.2, 0.0)","(50.85, 5.45)","(52.1, 5.6)","(52.1, 15.35)","(35.21, 15.0)","(15.0, 15.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,7
3T_1Space Polygon 6,"(0.0, 0.0)","(5.41, 0.0)","(2.1, 51.04)","(-11.9, 35.1)","(-9.5, -1.82)","(0.08, -1.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
3T_1Space Polygon 7,"(0.0, 0.0)","(49.85, 0.0)","(49.85, 6.0)","(66.6, 6.1)","(66.5, 43.05)","(-90.1, 43.4)","(-90.1, -0.3)","(-51.85, 0.0)","(-51.85, -32.5)","(-90.45, -32.3)","(-90.1, -75.2)","(66.5, -75.55)","(66.6, -38.55)","(57.1, -38.55)","(49.85, -38.55)","(49.85, -32.5)","(0.0, -32.5)",,,,,,,,,,,,,,,,,,17
3T_1Space Polygon 8,"(0.0, 0.0)","(30.2, 0.0)","(30.2, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 9,"(0.0, 0.0)","(19.65, 0.0)","(19.65, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 10,"(0.0, 0.0)","(7.25, 0.0)","(7.25, 26.05)","(15.75, 26.05)","(15.75, 35.75)","(7.05, 35.75)","(7.05, 44.55)","(0.0, 44.55)",,,,,,,,,,,,,,,,,,,,,,,,,,,8
3T_1Space Polygon 11,"(0.0, 0.0)","(19.25, 0.0)","(19.0, 26.05)","(0.0, 26.05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 12,"(0.0, 0.0)","(9.7, 0.0)","(9.7, 10.5)","(0.0, 10.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 13,"(0.0, 0.0)","(8.8, 0.0)","(8.8, 19.2)","(0.0, 19.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 14,"(0.0, 0.0)","(8.85, 0.0)","(8.85, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 15,"(0.0, 0.0)","(11.8, 0.0)","(11.8, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 16,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 17,"(0.0, 0.0)","(15.75, 0.0)","(15.75, 32.5)","(8.0, 32.2)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3T_1Space Polygon 18,"(0.0, 0.0)","(10.15, 0.0)","(10.15, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 19,"(0.0, 0.0)","(11.5, 0.0)","(11.5, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 20,"(0.0, 0.0)","(8.85, 0.0)","(8.85, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 21,"(0.0, 0.0)","(49.85, 0.0)","(49.85, -32.45)","(0.0, -32.5)","(-0.7, -38.55)","(-7.25, -38.55)","(-16.65, -38.55)","(-16.65, -75.55)","(140.2, -75.2)","(139.85, -32.3)","(101.7, -32.5)","(101.7, 0.0)","(140.2, -0.3)","(140.2, 43.4)","(-16.7, 43.05)","(-16.7, 22.84)","(-16.35, 5.95)","(0.0, 6.0)",,,,,,,,,,,,,,,,,18
3T_1Space Polygon 22,"(0.0, 0.0)","(30.2, 0.0)","(30.2, 32.45)","(0.0, 32.45)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 23,"(0.0, 0.0)","(0.0, 32.45)","(-19.65, 32.45)","(-19.65, -0.05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 24,"(0.0, 0.0)","(9.15, 0.0)","(9.15, -26.05)","(15.7, -26.05)","(16.4, -20.0)","(16.4, 18.5)","(9.8, 18.5)","(9.8, 9.7)","(0.0, 9.7)",,,,,,,,,,,,,,,,,,,,,,,,,,9
3T_1Space Polygon 25,"(0.0, 0.0)","(26.05, 0.0)","(26.05, 19.0)","(0.0, 19.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 26,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 9.7)","(0.0, 9.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_1Space Polygon 27,"(0.0, 0.0)","(19.65, 0.0)","(19.5, 8.8)","(-0.15, 8.45)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Floor Polygon,"(752.6, 45.75)","(772.15, 45.75)","(772.15, 60.55)","(791.65, 60.55)","(791.65, 106.3)","(792.8, 106.3)","(792.8, 105.95)","(797.05, 105.95)","(797.05, 157.15)","(453.6, 157.15)","(453.6, 105.95)","(457.85, 105.95)","(457.85, 106.3)","(459.0, 106.3)","(459.0, 60.55)","(478.65, 60.55)","(478.65, 45.75)","(498.0, 45.75)","(498.0, 8.55)","(752.6, 8.55)",,,,,,,,,,,,,,,20
6R_1Space Polygon 1,"(0.0, 0.0)","(19.55, 0.0)","(19.55, 14.8)","(-15.0, 15.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 2,"(0.0, 0.0)","(51.2, 0.0)","(36.2, 15.0)","(-0.75, 14.9)","(0.0, 4.25)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
6R_1Space Polygon 3,"(0.0, 0.0)","(343.45, 0.0)","(328.45, 15.0)","(15.0, 15.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 4,"(0.0, 0.0)","(51.2, 0.0)","(51.2, 4.25)","(50.85, 5.4)","(52.1, 15.3)","(15.0, 15.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
6R_1Space Polygon 5,"(0.0, 0.0)","(14.8, 0.0)","(14.8, 19.35)","(-0.2, 34.35)","(-0.2, 15.0)","(-6.05, 15.0)","(-6.05, 6.6)","(0.0, 6.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,8
6R_1Space Polygon 6,"(0.0, 0.0)","(37.2, 0.0)","(22.2, 15.0)","(-15.0, 15.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 7,"(0.0, 0.0)","(254.6, 0.0)","(239.6, 15.0)","(15.0, 15.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 8,"(0.0, 0.0)","(37.2, -0.0)","(52.2, 15.0)","(15.0, 15.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 9,"(0.0, 0.0)","(8.85, 0.0)","(8.85, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 10,"(0.0, 0.0)","(11.5, 0.0)","(11.5, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 11,"(0.0, 0.0)","(10.15, 0.0)","(10.15, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 12,"(0.0, 0.0)","(15.75, 0.0)","(15.75, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 13,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 14,"(0.0, 0.0)","(11.8, 0.0)","(11.8, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 15,"(0.0, 0.0)","(8.85, 0.0)","(8.85, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 16,"(0.0, 0.0)","(30.2, 0.0)","(30.2, 32.45)","(0.0, 32.45)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 17,"(0.0, 0.0)","(30.2, 0.0)","(30.2, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 18,"(0.0, 0.0)","(19.65, 0.0)","(19.65, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 19,"(0.0, 0.0)","(0.5, 0.0)","(0.5, 26.05)","(9.0, 26.05)","(9.0, 35.75)","(0.3, 35.75)","(0.3, 44.55)","(-6.75, 44.55)","(-6.75, 0.0)",,,,,,,,,,,,,,,,,,,,,,,,,,9
6R_1Space Polygon 20,"(0.0, 0.0)","(26.05, 0.0)","(26.05, 19.0)","(0.0, 19.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 21,"(0.0, 0.0)","(9.7, 0.0)","(9.7, 10.5)","(0.0, 10.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 22,"(0.0, 0.0)","(19.2, 0.0)","(19.15, 8.75)","(0.0, 8.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 23,"(0.0, 0.0)","(0.0, -32.5)","(19.65, -32.45)","(19.65, 0.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 24,"(0.0, 0.0)","(0.65, 0.0)","(7.25, 0.0)","(7.25, 44.55)","(0.65, 44.55)","(0.65, 35.75)","(-9.15, 35.75)","(-9.15, 26.05)","(0.0, 26.05)",,,,,,,,,,,,,,,,,,,,,,,,,,9
6R_1Space Polygon 25,"(0.0, 0.0)","(19.0, 0.0)","(19.0, 26.05)","(0.0, 26.05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 26,"(0.0, 0.0)","(9.7, 0.0)","(9.7, 9.85)","(0.0, 9.85)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 27,"(0.0, 0.0)","(8.8, 0.0)","(8.8, 19.65)","(0.0, 19.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 28,"(0.0, 0.0)","(49.85, 0.0)","(49.85, 6.0)","(66.6, 6.1)","(66.5, 43.05)","(-90.1, 43.4)","(-90.1, -0.3)","(-51.85, 0.0)","(-51.85, -32.5)","(-90.45, -32.3)","(-90.1, -75.2)","(22.05, -75.55)","(22.05, -38.35)","(49.85, -38.55)","(49.85, -32.5)","(0.0, -32.5)",,,,,,,,,,,,,,,,,,,16
6R_1Space Polygon 29,"(0.0, 0.0)","(49.85, 0.0)","(49.85, -32.45)","(8.4, -32.5)","(8.4, -38.35)","(27.75, -38.35)","(27.75, -75.55)","(140.2, -75.2)","(139.85, -32.3)","(101.7, -32.5)","(101.7, 0.0)","(140.2, -0.3)","(140.2, 43.4)","(-16.65, 43.05)","(-16.35, 5.95)","(0.0, 6.0)",,,,,,,,,,,,,,,,,,,16
7T_1Floor Polygon,"(453.6, 8.55)","(797.05, 8.55)","(797.05, 59.7)","(791.65, 59.7)","(791.65, 106.3)","(797.05, 105.95)","(797.05, 157.15)","(453.55, 157.15)","(453.55, 105.95)","(459.0, 106.3)","(459.0, 59.35)","(453.6, 59.7)",,,,,,,,,,,,,,,,,,,,,,,12
7T_1Space Polygon 1,"(0.0, 0.0)","(343.45, 0.0)","(328.45, 15.0)","(15.0, 15.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
7T_1Space Polygon 2,"(0.0, 0.0)","(51.15, -0.0)","(51.15, 5.4)","(52.0, 5.15)","(52.0, 14.9)","(36.15, 15.0)","(15.0, 15.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,7
7T_1Space Polygon 3,"(0.0, 0.0)","(5.41, 0.0)","(2.1, 51.09)","(-11.9, 35.15)","(-10.59, 15.0)","(-9.41, -1.71)","(0.03, -1.25)",,,,,,,,,,,,,,,,,,,,,,,,,,,,7
7T_1Space Polygon 4,"(0.0, 0.0)","(343.5, 0.0)","(328.5, 15.0)","(15.0, 15.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
7T_1Space Polygon 5,"(0.0, 0.0)","(51.2, 0.0)","(50.85, 5.45)","(52.1, 5.6)","(52.1, 15.35)","(35.21, 15.0)","(15.0, 15.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,7
7T_1Space Polygon 6,"(0.0, 0.0)","(5.41, 0.0)","(2.1, 51.04)","(-11.9, 35.1)","(-9.5, -1.82)","(0.08, -1.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
7T_1Space Polygon 7,"(0.0, 0.0)","(49.85, 0.0)","(49.85, 6.0)","(66.6, 6.1)","(66.5, 43.05)","(-90.1, 43.4)","(-90.1, -0.3)","(-51.85, 0.0)","(-51.85, -32.5)","(-90.45, -32.3)","(-90.1, -75.2)","(66.5, -75.55)","(66.6, -38.55)","(57.1, -38.55)","(49.85, -38.55)","(49.85, -32.5)","(0.0, -32.5)",,,,,,,,,,,,,,,,,,17
7T_1Space Polygon 8,"(0.0, 0.0)","(30.2, 0.0)","(30.2, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
7T_1Space Polygon 9,"(0.0, 0.0)","(19.65, 0.0)","(19.65, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
7T_1Space Polygon 10,"(0.0, 0.0)","(7.25, 0.0)","(7.25, 26.05)","(15.75, 26.05)","(15.75, 35.75)","(7.05, 35.75)","(7.05, 44.55)","(0.0, 44.55)",,,,,,,,,,,,,,,,,,,,,,,,,,,8
7T_1Space Polygon 11,"(0.0, 0.0)","(19.25, 0.0)","(19.0, 26.05)","(0.0, 26.05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
7T_1Space Polygon 12,"(0.0, 0.0)","(9.7, 0.0)","(9.7, 10.5)","(0.0, 10.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
7T_1Space Polygon 13,"(0.0, 0.0)","(8.8, 0.0)","(8.8, 19.2)","(0.0, 19.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
7T_1Space Polygon 14,"(0.0, 0.0)","(8.85, 0.0)","(8.85, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
7T_1Space Polygon 15,"(0.0, 0.0)","(11.8, 0.0)","(11.8, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
7T_1Space Polygon 16,"(0.0, 0.0)","(9.85, 0.0)","(9.85, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
7T_1Space Polygon 17,"(0.0, 0.0)","(15.75, 0.0)","(15.75, 32.5)","(8.0, 32.2)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
7T_1Space Polygon 18,"(0.0, 0.0)","(10.15, 0.0)","(10.15, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
7T_1Space Polygon 19,"(0.0, 0.0)","(11.5, 0.0)","(11.5, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
7T_1Space Polygon 20,"(0.0, 0.0)","(8.85, 0.0)","(8.85, 32.5)","(0.0, 32.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
7T_1Space Polygon 21,"(0.0, 0.0)","(49.85, 0.0)","(49.85, -32.45)","(0.0, -32.5)","(-0.7, -38.55)","(-7.25, -38.55)","(-16.65, -38.55)","(-16.65, -75.55)","(140.2, -75.2)","(139.85, -32.3)","(101.7, -32.5)","(101.7, 0.0)","(140.2, -0.3)","(140.2, 43.4)","(-16.7, 43.05)","(-16.7, 22.84)","(-16.35, 5.95)","(0.0, 6.0)",,,,,,,,,,,,,,,,,18
7T_1Space Polygon 22,"(0.0, 0.0)","(30.2, 0.0)","(30.2, 32.45)","(0.0, 32.45)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
7T_1Space Polygon 23,"(0.0, 0.0)","(0.0, 32.45)","(-19.65, 32.45)","(-19.65, -0.05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
